Table	Column	DataType	Description	Hidden	SortByColumn	DataCategory	IsKey
задолженность динамика	Менеджер	String		False			False
задолженность динамика	Объект расчетов	String		False			False
задолженность динамика	Расчетный/плановый документ	String		False			False
задолженность динамика	Группировка долга	String		False			False
задолженность динамика	Валюта	String		False			False
задолженность динамика	Всего	Double		False			False
задолженность динамика	Просрочено	Double		False			False
задолженность динамика	Дней долга	Int64		False			False
задолженность динамика	Отсрочка, дней	Double		False			False
задолженность динамика	Просрочено, дней	Int64		False			False
задолженность динамика	Просрочено.1	Double		False			False
задолженность динамика	Подходит срок	Double		False			False
задолженность динамика	Наш долг	Double		False			False
задолженность динамика	где	String		False			False
задолженность динамика	Дата заполнения	DateTime		False			False
задолженность динамика	Счет на оплату	String		False			False
задолженность динамика	Дата счета	DateTime		False			False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	Год	Int64		True		Years	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	Месяц	String		True	№Месяца	Months	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_ce0133e8-159a-4ec3-9e3b-6cd63922749f	День	Int64		True		DayOfMonth	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	Год	Int64		True		Years	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	Месяц	String		True	№Месяца	Months	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_ced0f0cb-df5a-47cb-bda5-4bb6d3beb628	День	Int64		True		DayOfMonth	False
df	id	Int64		False			False
df	xmlId	String		False			False
df	title	String		False			False
df	createdBy	Int64		False			False
df	updatedBy	Int64		False			False
df	movedBy	Int64		False			False
df	создана	DateTime		False			False
df	обновлено	DateTime		False			False
df	сдвинуто	DateTime		False			False
df	categoryId	Int64		False			False
df	opened	String		False			False
df	stageId	String		False			False
df	previousStageId	String		False			False
df	Дата начала	DateTime		False			False
df	Дата окончания	DateTime		False			False
df	contactId	Int64		False			False
df	opportunity	Int64		False			False
df	isManualOpportunity	String		False			False
df	taxValue	Int64		False			False
df	currencyId	String		False			False
df	opportunityAccount	Int64		False			False
df	taxValueAccount	Int64		False			False
df	accountCurrencyId	String		False			False
df	mycompanyId	Int64		False			False
df	sourceId	String		False			False
df	sourceDescription	String		False			False
df	webformId	Int64		False			False
df	Дата начала командировки	DateTime		False			False
df	Дата окончания командировки	DateTime		False			False
df	ufCrm5_1725278469	String		False			False
df	ufCrm5_1725449183	String		False			False
df	ufCrm5_1725453079	String		False			False
df	ufCrm5_1731301045	String		False			False
df	ufCrm5_1624887141	String		False			False
df	ufCrm5_1624887179	String		False			False
df	ufCrm5_1624887200	String		False			False
df	ufCrm5_1624887734	String		False			False
df	ufCrm5_1624961363	String		False			False
df	Дата согласования	DateTime		False			False
df	ufCrm5_1624961447	String		False			False
df	ufCrm5_1624961499	String		False			False
df	assignedById	Int64		False			False
df	lastActivityBy	Int64		False			False
df	Дата последней активности	DateTime		False			False
df	parentId2	String		False			False
df	utmSource	String		False			False
df	utmMedium	String		False			False
df	utmCampaign	String		False			False
df	utmContent	String		False			False
df	utmTerm	String		False			False
df	observers	String		False			False
df	contactIds	String		False			False
df	entityTypeId	Int64		False			False
df	Date_upload	DateTime		False			False
df	ФИО	String		False			False
df	Атрибут	String		False			False
df	Значение	Int64		False			False
df	Клиент	String		False			False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	Год	Int64		True		Years	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	Месяц	String		True	№Месяца	Months	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_9725c965-31f2-41e8-b51b-84a26dd201ed	День	Int64		True		DayOfMonth	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	Год	Int64		True		Years	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	Месяц	String		True	№Месяца	Months	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_2786abb0-bd87-4a02-98e2-7ffcfda39382	День	Int64		True		DayOfMonth	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	Год	Int64		True		Years	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	Месяц	String		True	№Месяца	Months	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_6fcdbca3-9755-4401-a6f8-fc14250bbe17	День	Int64		True		DayOfMonth	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	Год	Int64		True		Years	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	Месяц	String		True	№Месяца	Months	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_a91e48d1-db29-453c-b330-477d17837971	День	Int64		True		DayOfMonth	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	Год	Int64		True		Years	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	Месяц	String		True	№Месяца	Months	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_4a25db86-856b-43a6-b42a-162eb44905f0	День	Int64		True		DayOfMonth	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	Год	Int64		True		Years	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	Месяц	String		True	№Месяца	Months	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_b7e9ea3f-bc7b-4d4d-8ab9-01ed44779854	День	Int64		True		DayOfMonth	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	Год	Int64		True		Years	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	Месяц	String		True	№Месяца	Months	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_06bfb750-84ad-4e43-8c6c-9846aeca4810	День	Int64		True		DayOfMonth	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	Год	Int64		True		Years	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	Месяц	String		True	№Месяца	Months	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_28b3286d-0416-4c5a-9701-44d4d70814a7	День	Int64		True		DayOfMonth	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	Год	Int64		True		Years	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	Месяц	String		True	№Месяца	Months	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_cdad7acd-1c69-4e17-a0bb-85f22f7d4e4d	День	Int64		True		DayOfMonth	False
люди	ID	Int64		False			False
люди	NAME	String		False			False
люди	LAST_NAME	String		False			False
люди	SECOND_NAME	String		False			False
люди	ACTIVE	String		False			False
люди	ФИО	String		False			False
Клиенты	ID	Int64		False			False
Клиенты	TITLE	String		False			False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	Год	Int64		True		Years	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	Месяц	String		True	№Месяца	Months	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_5b6b3bd2-2f1a-429c-9642-810017de8a68	День	Int64		True		DayOfMonth	False
Категория клиентов	IDRRef	String		False			False
Категория клиентов	Description	String		False			False
Категория клиентов	IndustryCategory	String		False			False
Категория клиентов	SubCategory	String		False			False
Категория клиентов	SelectedActivity	String		False			False
Категория клиентов	Priority	String		False			False
Статус клиента	DATE_UPLOAD	DateTime		False			False
Статус клиента	COUNTERAGENT_UID	String		False			False
Статус клиента	ACTION	String		False			False
Статус клиента	COUNTERAGENT_ID	Int64		False			False
Статус клиента	COUNTERAGENT_NAME	String		False			False
Статус клиента	SMART_ID	Int64		False			False
Статус клиента	HOLDING_ID	Int64		False			False
Статус клиента	MONTHS_NO_SALES_HOL	Int64		False			False
Статус клиента	LFL_CUR_HOL	Double		False			False
Статус клиента	LFL_PREV_HOL	Double		False			False
Статус клиента	LFL_3M_HOL	Double		False			False
Статус клиента	SALES_CUR_YEAR_HOL	Double		False			False
Статус клиента	SALES_PREV_YEAR_HOL	Double		False			False
Статус клиента	SALES_PPREV_YEAR_HOL	Double		False			False
Статус клиента	MONTHS_NO_SALES_CO	Int64		False			False
Статус клиента	LFL_CUR_CO	Double		False			False
Статус клиента	LFL_PREV_CO	Double		False			False
Статус клиента	LFL_3M_CO	Double		False			False
Статус клиента	SALES_CUR_YEAR_CO	Double		False			False
Статус клиента	SALES_PREV_YEAR_CO	Double		False			False
Статус клиента	SALES_PPREV_YEAR_CO	Double		False			False
Статус клиента	RESPONSIBLE_UID	String		False			False
Статус клиента	STAGE_ID	String		False			False
Статус клиента	CATEGORY_BALANCE	String		False			False
Статус клиента	LFL_2Y_HOL	Double		False			False
Статус клиента	LFL_2Y_CO	Double		False			False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	Год	Int64		True		Years	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	Месяц	String		True	№Месяца	Months	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_2f85b20f-3f88-4712-8041-953013c9bd35	День	Int64		True		DayOfMonth	False
комуникации	с кем	String		False			False
комуникации	ENTITY_TYPE	String		False			False
комуникации	ENTITY_ID	Int64		False			False
комуникации	DATE	DateTime		False			False
комуникации	DIRECTION	Int64		False			False
комуникации	STATUS_COUNTERAGENT	String		False			False
комуникации	UID_COUNTERAGENT	String		False			False
комуникации	ID_COUNTERAGENT	Int64		False			False
комуникации	UID_FL	String		False			False
комуникации	ID_FL	Int64		False			False
комуникации	UID_USER	String		False			False
комуникации	ID_USER	Int64		False			False
комуникации	Статус	String		False			False
Матрица	id_x	String		False			False
Матрица	title_1	String		False			False
Матрица	assignedById_1	String		False			False
Матрица	createdTime_1	String		False			False
Матрица	updatedTime_1	String		False			False
Матрица	productName	String		False			False
Матрица	CODE	String		False			False
Матрица	NAME	String		False			False
Матрица	статус	String		False			False
Матрица	GUID	String		False			False
Матрица	ID	String		False			False
Матрица	Date_upload	String		False			False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	Date	DateTime		True		PaddedDateTableDates	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	Год	Int64		True		Years	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	№Месяца	Int64		True		MonthOfYear	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	Месяц	String		True	№Месяца	Months	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	№Квартала	Int64		True		QuarterOfYear	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	Квартал	String		True	№Квартала	Quarters	False
LocalDateTable_31468528-b100-4a28-9bbd-d23c83c0efe5	День	Int64		True		DayOfMonth	False
